"subject","activity","FrequencyBodyAcc-mean()-X","FrequencyBodyAcc-mean()-Y","FrequencyBodyAcc-mean()-Z","FrequencyBodyAcc-std()-X","FrequencyBodyAcc-std()-Y","FrequencyBodyAcc-std()-Z","FrequencyBodyAccJerk-mean()-X","FrequencyBodyAccJerk-mean()-Y","FrequencyBodyAccJerk-mean()-Z","FrequencyBodyAccJerk-std()-X","FrequencyBodyAccJerk-std()-Y","FrequencyBodyAccJerk-std()-Z","FrequencyBodyAccMag-mean()","FrequencyBodyAccMag-std()","FrequencyBodyBodyAccJerkMag-mean()","FrequencyBodyBodyAccJerkMag-std()","FrequencyBodyBodyGyroJerkMag-mean()","FrequencyBodyBodyGyroJerkMag-std()","FrequencyBodyBodyGyroMag-mean()","FrequencyBodyBodyGyroMag-std()","FrequencyBodyGyro-mean()-X","FrequencyBodyGyro-mean()-Y","FrequencyBodyGyro-mean()-Z","FrequencyBodyGyro-std()-X","FrequencyBodyGyro-std()-Y","FrequencyBodyGyro-std()-Z","TimeBodyAcc-mean()-X","TimeBodyAcc-mean()-Y","TimeBodyAcc-mean()-Z","TimeBodyAcc-std()-X","TimeBodyAcc-std()-Y","TimeBodyAcc-std()-Z","TimeBodyAccJerk-mean()-X","TimeBodyAccJerk-mean()-Y","TimeBodyAccJerk-mean()-Z","TimeBodyAccJerk-std()-X","TimeBodyAccJerk-std()-Y","TimeBodyAccJerk-std()-Z","TimeBodyAccJerkMag-mean()","TimeBodyAccJerkMag-std()","TimeBodyAccMag-mean()","TimeBodyAccMag-std()","TimeBodyGyro-mean()-X","TimeBodyGyro-mean()-Y","TimeBodyGyro-mean()-Z","TimeBodyGyro-std()-X","TimeBodyGyro-std()-Y","TimeBodyGyro-std()-Z","TimeBodyGyroJerk-mean()-X","TimeBodyGyroJerk-mean()-Y","TimeBodyGyroJerk-mean()-Z","TimeBodyGyroJerk-std()-X","TimeBodyGyroJerk-std()-Y","TimeBodyGyroJerk-std()-Z","TimeBodyGyroJerkMag-mean()","TimeBodyGyroJerkMag-std()","TimeBodyGyroMag-mean()","TimeBodyGyroMag-std()","TimeGravityAcc-mean()-X","TimeGravityAcc-mean()-Y","TimeGravityAcc-mean()-Z","TimeGravityAcc-std()-X","TimeGravityAcc-std()-Y","TimeGravityAcc-std()-Z","TimeGravityAccMag-mean()","TimeGravityAccMag-std()"
21,"Laying",-0.98752446,-0.986420085,-0.9882171,-0.99139719,-0.99376174,-0.993931395,-0.993974945,-0.985404195,-0.984896795,-0.990686335,-0.89210822,-0.96378959,-0.937256455,-0.97800279,-0.995995935,-0.99571225,-0.994059155,-0.99447206,-0.99251933,-0.99208332,-0.96188968,-0.984131495,-0.9911093,-0.991982975,-0.991779965,-0.92477066,-0.994872515,-0.994282165,-0.994347765,-0.99450232,-0.99493935,-0.99544183,-0.99735482,-0.99386196,NA,NA,NA,NA,-0.926446675,-0.956109065,NA,-0.88761056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99492867,-0.992953225,-0.985724855,-0.992431685,-0.9970872,-0.996424685,-0.995306825,-0.99649555,-0.99669831,-0.99664047,-0.98280418,-0.98864222
22,"Walking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51530127,-0.49620324,-0.43780033,-0.56472281,-0.51493095,-0.47351181,-0.38239654,-0.43591724,-0.47469864,-0.40547489,-0.48650425,-0.43141815,-0.44196176,-0.44801632,-0.51539079,-0.52992024,-0.4660237,-0.4601331,-0.47545728,-0.48886284,-0.48152368,-0.4198123,-0.53874189,-0.51037896,-0.55338917,-0.46285027,-0.41825487,-0.4394483,-0.50990875,NA,-0.52395226,-0.44207787,-0.4507164,-0.51714148,-0.53252176,-0.56235217,-0.50982366,-0.47737943,-0.55261304,-0.45537549,-0.44095192,-0.45318388,-0.44414717,-0.54948903,NA,NA,NA,NA,-0.4065971,NA,NA,NA,NA,NA,-0.39232501,-0.42504043
22,"Walking Upstairs",-0.76997096,-0.75213471,-0.71674217,-0.73447379,-0.74519838,-0.73696905,NA,NA,NA,NA,NA,NA,-0.54701785,-0.58889543,-0.77005068,-0.70519189,-0.7779027,-0.72707302,-0.61339916,-0.64909679,NA,-0.64841331,-0.62130693,-0.66365984,-0.69645984,-0.59338628,-0.58662282,-0.79137818,-0.75845675,-0.75810207,-0.72196665,-0.67048826,NA,NA,NA,NA,NA,NA,NA,NA,-0.74687782,-0.747762,NA,-0.73884692,-0.65919517,-0.66163507,-0.81115476,-0.73545692,-0.77415954,-0.77636638,-0.72685403,-0.73243476,-0.78900343,-0.8058047,NA,-0.80616399,NA,NA,-0.64787304,-0.58753947,NA,NA,NA,NA,-0.72307694,NA
22,"Walking Downstairs",-0.69529814,-0.73595199,-0.69855871,-0.71580263,-0.72899526,-0.63798701,-0.63171343,-0.68057596,-0.62117578,-0.66364305,-0.70358928,-0.71242949,NA,NA,NA,NA,NA,NA,NA,NA,-0.68364572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72446914,-0.65016184,-0.67349438,-0.7003285,-0.7111367,-0.73395602,-0.6515973,-0.72631807,NA,NA,-0.74362897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.701269675,-0.64625186,-0.687029045,-0.70784889,NA,-0.71328673,-0.71687028,-0.76320887,-0.7446699,-0.71750335,NA,-0.66339014
22,"Sitting",-0.97037599,-0.97139693,-0.95703039,NA,NA,NA,NA,-0.96311127,-0.95809122,-0.98907174,-0.98864892,-0.99715361,-0.99608847,-0.99541164,-0.9924644,-0.99274245,-0.99543692,-0.99597115,-0.98474918,-0.99523612,-0.99707865,-0.99571755,-0.98061287,-0.98150079,-0.99567652,-0.99367427,-0.99341178,-0.99372888,-0.9967312,-0.9975563,-0.99752296,-0.99420809,-0.9968539,-0.90414182,-0.91731935,-0.9911506,-0.99219822,-0.96198769,-0.96466098,-0.95942151,-0.85909617,-0.86248909,-0.89579161,-0.8897882,-0.96962365,-0.99361362,-0.99490901,-0.99394228,-0.99393745,-0.99574984,-0.93619764,-0.94193147,-0.98073138,-0.99168383,-0.99364986,-0.99321557,-0.97522243,-0.98258225,-0.9947192,-0.99526498,-0.99598423,-0.99748067,-0.99583201,-0.99572544,-0.97164845,-0.99277844
22,"Standing",-0.9613707,-0.96000291,-0.96143529,-0.98691685,-0.9884151,-0.97305152,-0.924080495,-0.89877184,-0.95051646,-0.81451483,-0.78942211,-0.91921444,-0.98648626,-0.99111309,-0.99163456,-0.99567156,-0.93437869,-0.98724054,-0.99486657,-0.99489692,-0.98734738,-0.96299204,-0.96273811,-0.9567834,-0.94783004,-0.98594992,-0.99560102,-0.99499701,-0.99289335,-0.99371842,-0.99802482,-0.99592929,-0.96479899,NA,NA,NA,NA,-0.93105299,-0.98529766,-0.97628433,-0.97420569,-0.97600941,-0.96194489,-0.98728158,-0.98696091,-0.9701634,-0.97199137,-0.98315855,-0.9857319,-0.97794386,-0.97816161,-0.99751948,-0.99757568,-0.97408733,-0.97305792,-0.95517436,-0.90658684,-0.90393749,-0.98346097,-0.97753789,-0.98246148,-0.96123267,-0.9671824,-0.97753344,-0.96598725,-0.97950941
22,"Laying",-0.99443596,-0.99868663,-0.99611542,-0.898042385,-0.977096975,-0.95279937,-0.926945255,-0.921076995,-0.978452875,-0.98555154,-0.9765005,-0.99272375,-0.98222925,-0.86219783,-0.90972678,-0.89971072,-0.8033416,-0.98474647,-0.97204102,-0.82647985,-0.99143686,-0.99597491,-0.99680472,-0.99709718,-0.99457076,-0.99405442,-0.98402691,-0.99449643,-0.99684222,-0.99235253,-0.99175253,-0.99594747,NA,-0.98561342,-0.99442384,-0.99511052,-0.99803947,-0.99725756,-0.98977971,-0.98957618,-0.97448719,-0.99580933,-0.99823732,-0.9982878,-0.99919447,-0.99933359,-0.99911054,-0.99875442,-0.99895898,-0.99930235,-0.99910226,-0.99963391,-0.94494816,-0.97702164,-0.996563,-0.99309341,-0.99837768,-0.99909046,-0.98743772,-0.96610642,-0.96850096,-0.99186565,-0.95978662,-0.96149295,-0.99084536,-0.9914431
23,"Walking",0.18862099,0.37066625,0.34207974,0.24618579,0.0101349,0.11323808,0.13549761,0.3734434997,0.562779015,0.3631223,0.541445405,0.56761085,0.251964455,0.372911475,0.33784103,0.161040945,0.25880067,0.45421458,0.1790752205,0.29972622,0.319073195,0.20872258,0.284190905,0.37192865,0.24859919,0.1789161755,0.36451491,0.14917233,0.48247455,0.42511629,0.33015304,0.67460356,NA,NA,NA,NA,NA,NA,-0.3326177,-0.089327628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17668756,0.12707124,0.034956776,0.0098943804,0.56803076,0.27671566,0.21215874,0.37264566,NA,NA,NA,NA
23,"Walking Upstairs",-0.61993317,-0.568709285,-0.61768865,-0.684104525,-0.657877675,-0.67793608,-0.6038122,-0.5697642,-0.69432573,-0.68633098,NA,NA,-0.65713471,-0.61385848,-0.66495107,-0.60388039,NA,NA,NA,NA,NA,NA,-0.65700044,-0.64106408,-0.65620486,-0.65116241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64885223,-0.63544433,-0.63750886,-0.56272444,NA,-0.61887851,-0.6054207,-0.58156712,-0.66007992,-0.52931217,-0.502299625,-0.6140401,-0.72828405,-0.698765925,-0.56699957,-0.543259,-0.630127555,-0.711153975,-0.67471593,-0.54863539,NA,NA,NA,NA,NA,NA,-0.75491246,-0.70529182
23,"Walking Downstairs",NA,NA,NA,NA,NA,-0.11135846,-0.21204425,-0.04152125,-0.033475028,0.072373079,-0.12336386,0.11252837,NA,NA,NA,NA,-0.010928043,0.22022741,NA,0.43933863,0.034989578,-0.24880792,NA,NA,NA,NA,0.14537544,0.091063737,0.16104242,0.17133739,0.016012398,-0.16642088,-0.017253575,-0.1239618485,-0.0567140945,0.0902100505,-0.0579477185,-0.02658247,-0.34569945,-0.33489467,-0.29799076,-0.3056897,0.20486854,0.0623673,-0.016566689,-0.38719211,-0.20133867,-0.028968286,NA,NA,NA,NA,-0.26931416,-0.28595756,NA,NA,-0.26875652,NA,-0.14193767,-0.22711596,-0.22960329,-0.11509115,0.311106625,0.052250765,0.019986346,-0.046856723
23,"Sitting",-0.99728697,-0.950029285,-0.985640935,-0.978964205,-0.95431923,-0.95341587,-0.98424819,-0.980505355,-0.984450905,-0.99136898,-0.99161268,-0.99109381,-0.95567461,-0.9617311,-0.98358872,-0.9852999,-0.98690133,-0.98935324,-0.98447786,-0.98456093,-0.98140669,-0.981241925,-0.986073285,-0.95780484,-0.954837255,-0.97394182,-0.98623665,-0.9869155,-0.99278544,-0.98331337,-0.98408892,-0.99026795,-0.89713896,NA,NA,NA,NA,NA,-0.99115769,-0.99012675,NA,-0.96952829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99648881,-0.99557146,-0.99606437,-0.99668549,-0.99112564,-0.98560271,-0.98605582,-0.9860373,-0.98719151,-0.97533764,-0.98232372,-0.99611099
23,"Standing",-0.90044314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97238012,-0.97656296,-0.82548983,-0.95941976,NA,NA,NA,NA,NA,NA,-0.98543261,-0.99338142,-0.99377335,-0.99293669,-0.9639924,-0.96721196,-0.985316215,-0.965953765,-0.973231205,-0.98950481,-0.987945145,-0.989778235,-0.99315739,-0.9884945,-0.989128075,-0.98955607,-0.994113355,-0.9898926,-0.977967425,-0.97501061,-0.95848079,-0.953824285,-0.968290905,-0.963193425,-0.9674033,-0.97261427,-0.979362845,-0.98799789,-0.98722318,-0.98954137,-0.98383764,-0.98403296,-0.98648466,-0.98780844,-0.961634625,-0.959561635,-0.95206858,-0.96699187,-0.99070031,-0.99138654
23,"Laying",-0.98653209,-0.98738697,-0.99084763,-0.98830994,-0.98834732,-0.98802151,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9365419,-0.98389696,-0.98626711,-0.97848826,-0.97988071,NA,NA,NA,NA,NA,NA,-0.98478462,-0.98385043,-0.98465054,-0.98423682,-0.98482544,-0.9869282,-0.98562567,-0.963377805,-0.98752531,-0.98818795,-0.988098895,-0.98615455,-0.99278354,-0.98719236,-0.98298334,-0.987803125,-0.969590425,-0.987544985,-0.98708391,-0.98356413,-0.983527725,-0.98532256,-0.98161735,-0.98259958,-0.986436895,-0.970409465,-0.965174795,-0.98516927,-0.9796439,-0.97914461,-0.98587915,-0.98703818,-0.98348236,-0.97920759,-0.98410163,-0.98355634,-0.98332716,-0.98600101,-0.98702633,-0.947476715
24,"Walking",NA,NA,NA,NA,NA,NA,NA,-0.58958843,-0.60003545,-0.60550581,-0.60759311,-0.5636869,-0.519038005,-0.629269015,-0.620810145,-0.602257045,-0.515135405,-0.49455221,-0.55580082,-0.536997805,-0.47718421,-0.48324508,-0.42624208,-0.53534095,-0.54998672,-0.50884699,-0.47527643,-0.52108886,-0.56637721,-0.64123852,-0.5667333,-0.526640275,-0.62578679,-0.58836591,-0.67078165,-0.6440998,-0.66743835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.583050815,-0.52341619,-0.573533945,-0.657682115,-0.625391855,-0.70548563,NA,NA
24,"Walking Upstairs",-0.66550211,-0.53590504,-0.59844452,-0.52783898,-0.60097873,-0.607412935,-0.58965337,-0.59231909,-0.67273371,-0.68895026,-0.67245109,-0.66966744,-0.69509379,-0.64443256,-0.62936155,-0.606618375,-0.672374115,-0.696761115,-0.611790405,-0.70479976,-0.64014196,-0.63372959,-0.75074089,-0.80062822,-0.71599026,-0.66251232,-0.70809937,-0.63624017,-0.59695383,-0.60210276,-0.62238137,-0.66827812,NA,NA,NA,NA,NA,NA,-0.7907809,-0.82946064,-0.7007277,-0.64044671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55019448,-0.53066555,-0.71684388,-0.67707172,-0.66824161,NA,NA,NA,NA,NA,-0.71953465,-0.7744051
24,"Walking Downstairs",-0.31286628,-0.3093296,-0.46095035,-0.61397224,NA,NA,NA,NA,NA,NA,-0.42639972,-0.38941616,-0.40795291,NA,NA,NA,NA,NA,NA,NA,-0.39023308,-0.4616665,-0.586277,-0.50580025,-0.53596051,-0.49235802,NA,NA,NA,NA,NA,NA,-0.4071955,-0.54591288,-0.55740083,-0.6038888,-0.57577724,-0.54384376,-0.56867008,-0.5264334,-0.25758712,-0.5281432,-0.50638392,-0.511734975,-0.490140695,-0.588542405,-0.44242941,-0.39383727,-0.528020635,-0.46618008,-0.504175725,-0.562943305,-0.506819795,-0.303625255,-0.55231972,-0.27994982,-0.43846322,-0.52848,NA,NA,NA,NA,NA,-0.39329342,-0.53958828,-0.39803615
24,"Sitting",NA,NA,NA,-0.94373555,-0.98219549,-0.99281932,-0.99579682,-0.99577715,-0.99617012,-0.99750127,-0.99835733,-0.98826061,-0.99324167,-0.99208636,-0.99327862,-0.99419567,-0.98984398,-0.99345033,-0.992613625,-0.990411745,-0.995160145,-0.98751491,-0.974595215,-0.975678915,-0.99630646,-0.98165144,-0.99552309,-0.99211341,-0.992227295,-0.995717775,-0.988179775,-0.98697288,-0.99199893,-0.99188305,-0.994285,-0.99477641,-0.9955551,-0.99631212,NA,NA,NA,NA,-0.99680763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.990861705,-0.99387393,-0.99647465,-0.996444385,-0.995372035,-0.99537542,NA,NA
24,"Standing",-0.99446507,-0.99428677,-0.99319447,-0.99612289,-0.996065,-0.99220233,-0.98771458,-0.98824473,-0.99594524,-0.99347445,-0.97055815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99325785,-0.99580285,-0.99578842,-0.99522917,-0.99522018,-0.98262451,-0.995001695,-0.99193104,-0.99484068,-0.993217125,-0.926462085,-0.991433025,-0.965765235,-0.96192807,-0.95911354,-0.97330471,-0.97413942,-0.99364238,-0.976706485,-0.995452085,-0.993623225,-0.9945659,-0.989820615,-0.98979436,-0.980494325,-0.995691005,NA,-0.7925635,-0.83174687,-0.94861681,-0.95893206,-0.98121632,-0.99322118,-0.9937935
24,"Laying",-0.897916505,-0.970130985,-0.99051484,-0.989528015,-0.988278855,-0.988585565,-0.988739115,-0.98793765,-0.98675224,-0.98957128,-0.98519895,-0.98420123,NA,NA,NA,NA,NA,NA,NA,NA,-0.99002398,-0.99452058,-0.98913203,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98595032,-0.98110158,-0.97986531,-0.97470662,-0.9764383,-0.99008091,-0.9905552,-0.991229575,-0.987301465,-0.98801266,-0.99360787,-0.96088834,-0.988224185,-0.99251609,-0.991056135,-0.99087203,-0.99216186,-0.99110158,-0.992794025,-0.99210028,-0.977813025,-0.945294385,-0.986884995,-0.897925565,-0.98074831,-0.985384005,NA,NA,NA,NA,NA,-0.9464758,-0.989453805,-0.9896976
25,"Walking",-0.788347995,-0.78005489,-0.76071238,-0.742829715,-0.72811655,-0.743869235,-0.761894685,-0.76039842,-0.745338205,-0.762516635,-0.79216488,-0.779525365,-0.76198216,-0.76967143,-0.75124056,-0.76409535,-0.78275867,-0.75302402,-0.77705611,-0.77886479,-0.760727665,-0.75084337,-0.731435805,-0.738809525,-0.752433725,-0.750734505,-0.73591446,-0.75891209,-0.77296153,-0.7749918,-0.77940689,NA,NA,NA,NA,NA,NA,NA,-0.750376255,-0.75386424,-0.7616639,-0.74231876,NA,NA,NA,NA,-0.72035638,-0.73482936,-0.76151793,-0.73660852,-0.74225496,-0.72803758,-0.75413805,-0.76617166,-0.763584345,-0.77679669,-0.744299205,-0.73922715,NA,NA,NA,NA,NA,NA,-0.77788699,-0.77104046
25,"Walking Upstairs",-0.84472981,-0.869774905,-0.862919145,-0.85719392,-0.85643517,-0.847452935,-0.80738844,-0.81352003,-0.841392,-0.83253646,-0.834541745,-0.8282922,-0.80931374,-0.77537525,-0.80689882,-0.83476892,NA,NA,-0.81816315,NA,-0.791619925,-0.805580515,-0.86184882,-0.84487032,-0.849253845,-0.80853413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88061079,-0.84646304,-0.89650054,-0.90207286,NA,NA,NA,NA,-0.84944228,-0.84680859,-0.86081536,-0.86713015,-0.8527304,-0.83893524,-0.82746497,-0.8466965,-0.82099072,-0.80445974,-0.843644255,-0.859347845,NA,NA,NA,NA,NA,NA,-0.90211906,-0.85773134
25,"Walking Downstairs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71470954,-0.80565132,-0.7831174,-0.72055439,-0.77235404,-0.76086496,-0.67984478,-0.72971295,NA,NA,NA,NA,NA,NA,-0.76995023,-0.77119489,-0.72613726,-0.69795517,-0.73326228,-0.67102458,-0.66415504,-0.66624837,-0.750021785,-0.73074583,-0.68262002,-0.680546575,NA,NA,-0.60130782,-0.58461156,-0.68145109,-0.669408285,-0.681117875,-0.71789756,-0.70115101,-0.66469794,-0.51796793,-0.57043979,-0.69030253,-0.67170142,-0.63579684,-0.68586124,NA,NA,NA,NA,-0.707626305,-0.708563625,-0.694008385,-0.69592459,-0.707738465,-0.688981165,-0.61057335,NA
25,"Sitting",-0.993019135,-0.99477068,-0.995610765,-0.97880269,-0.9782474,-0.995571835,-0.995677865,-0.996391125,-0.997234625,-0.99792646,-0.998063335,-0.997871055,-0.9970035,NA,NA,NA,NA,NA,NA,NA,-0.996599195,-0.99647302,-0.993915415,-0.99432611,-0.99669998,-0.99631762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.997055825,-0.99492007,-0.98965628,-0.989352235,NA,NA,NA,-0.98730256,-0.99248153,-0.99260633,-0.99303553,-0.99477333,-0.98986473,-0.98975117,-0.98120969,-0.984926685,-0.986209895,-0.992316095,-0.988344225,-0.980007945,NA,NA,NA,NA,NA,NA,-0.994022705,-0.99435824
25,"Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89713925,-0.99137073,-0.931201095,-0.95182618,-0.98321004,-0.99335672,-0.984980745,-0.99509738,-0.993463095,-0.98450457,-0.99368252,-0.99472491,-0.99497999,-0.96966319,-0.97297147,-0.869447505,-0.995855985,-0.994587975,-0.995287945,-0.98719565,-0.98506383,-0.991821805,-0.992959005,-0.99524079,-0.99581598,-0.99594217,-0.99145672,-0.99094056,NA,NA,NA,NA,-0.991190735,-0.993759345,-0.99574808,-0.99410567,-0.98486626,-0.98603335,-0.99686723,-0.99495628,-0.99439148,-0.9955342,NA,NA,NA,NA,NA,NA,-0.995824975,-0.985507545,-0.987713295,-0.97802716,-0.983149645,-0.98384084,NA,NA
25,"Laying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9787393,-0.95318317,-0.97580833,-0.972448905,-0.985686735,-0.96908697,-0.93645041,-0.92790747,NA,NA,NA,-0.95272736,-0.96615451,-0.96413869,-0.96434129,-0.958881465,-0.95600305,-0.965915585,-0.9827004,-0.98057663,-0.979341795,-0.980504355,-0.969474655,-0.97452533,-0.98778918,-0.985048025,NA,NA,-0.98173426,-0.98042421,-0.988887045,-0.99098944,-0.99762952,-0.983391985,-0.96590055,-0.95736953,-0.96188111,-0.96539923,-0.9621312,-0.94516795,-0.94996964,-0.97789354,NA,NA,NA,NA,-0.957705545,-0.96564612,-0.97829483,-0.963045035,-0.97142571,-0.97731148,-0.97379817,NA
26,"Walking",NA,NA,-0.51844591,-0.60056221,-0.62860237,-0.63982844,-0.63844055,-0.57964159,-0.53547311,-0.554582635,-0.554862705,-0.617091635,-0.64396772,-0.629259395,-0.660123755,-0.651342895,-0.670714955,-0.64856876,-0.54170556,-0.5966875,-0.576638335,-0.54366355,-0.56870832,-0.596731915,-0.64169732,-0.62767471,-0.637731805,-0.711118345,-0.699009755,-0.61014053,-0.57914625,-0.575000565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59210624,-0.73991503,-0.71031603,NA,NA,NA,NA,NA
26,"Walking Upstairs",-0.6600056,-0.685193935,-0.76807515,-0.6953537,-0.72383343,-0.71250884,-0.71137032,-0.71458379,-0.68448077,-0.7042686,-0.68378644,-0.658970675,-0.66606309,-0.56541953,-0.61624607,-0.68615907,NA,NA,NA,NA,-0.6692978,-0.665119595,-0.62845778,-0.644827365,-0.64970295,-0.64219303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.506242025,-0.61512605,-0.69204426,-0.6665945,NA,NA,NA,NA,NA,NA,-0.70261122,-0.67608188,-0.66688008,-0.61180895,-0.68730137,-0.74143767,-0.731845365,-0.705426695,-0.70751317,-0.727491925,NA,NA,NA,NA,NA,NA,-0.65038341,-0.66957661
26,"Walking Downstairs",NA,NA,-0.44966319,-0.42006147,-0.43308071,-0.34448802,-0.40085959,-0.34933663,-0.38304091,-0.55134467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.530693705,-0.54588904,-0.607006585,-0.5886032,-0.52356296,-0.425715855,NA,NA,-0.55884978,-0.5383027,-0.46952423,-0.446522695,-0.361583585,-0.379142575,-0.44906937,-0.45077802,-0.2669587,-0.36449547,-0.56541949,-0.57324933,-0.54404625,-0.59477257,NA,NA,NA,NA,NA,-0.59910265,-0.58985354,-0.62654602,-0.55812232,-0.50733631,-0.53517489,-0.47257547
26,"Sitting",-0.996455145,-0.995957465,-0.99631055,-0.996892395,-0.99735912,-0.99781215,-0.997488515,-0.996817545,-0.98673274,-0.997219095,-0.99667087,-0.9965816,-0.995921,-0.99568901,-0.991584025,-0.991521545,-0.99598406,-0.99641302,-0.99414531,-0.99471097,-0.99686615,-0.99662009,-0.996354095,-0.997050305,-0.99732867,-0.99731527,-0.99871356,-0.99897052,-0.99847426,-0.98637574,-0.98713871,-0.99613094,-0.9987863,NA,NA,NA,NA,NA,-0.99616649,-0.98952397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.986273975,-0.992680995,-0.976936795,-0.979614085,-0.9987159,-0.99823447,-0.99727539,-0.99644188,-0.99679786,-0.99836469,-0.97586973,-0.99624454
26,"Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98173392,-0.99435293,-0.83347155,-0.917406305,NA,NA,NA,NA,NA,NA,-0.994756905,-0.99438072,-0.992988455,-0.98170563,-0.980254355,-0.985610955,-0.995902105,-0.992884685,-0.95845103,-0.955064685,-0.992324455,-0.994474255,-0.99670614,NA,-0.99686935,-0.99686976,-0.989038125,-0.982529175,-0.98462459,-0.98159457,-0.99686702,-0.9972941,-0.997725345,-0.99789406,-0.98374433,-0.984338775,-0.99600237,-0.995782675,NA,NA,NA,NA,-0.992385085,-0.995263945,-0.992210645,-0.956712305,-0.95924081,-0.9806961,-0.99746282,-0.99764615
26,"Laying",-0.994088725,-0.96376176,-0.9884393,-0.98807711,-0.9920576,-0.99121057,-0.99316853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94928786,-0.99431871,-0.9941716,-0.99410277,-0.99473538,-0.99616794,-0.99520853,-0.963655995,-0.991016005,-0.99126308,-0.989259045,-0.99030551,-0.99297244,-0.992100635,-0.97063449,-0.98869845,-0.993948885,-0.985179685,-0.989183875,-0.98940815,-0.99213186,-0.99387011,-0.99499372,-0.995669885,-0.994888015,-0.993251055,-0.99401215,-0.994534885,-0.99047613,-0.99377658,-0.99328585,-0.99104658,-0.99514253,-0.99661925,-0.99624849,-0.99450508,-0.99446764,-0.99368178,-0.988104485,-0.989541095
27,"Walking",-0.57417083,-0.58618437,-0.665208715,-0.686420565,-0.65712354,-0.64425924,-0.66035406,-0.670847295,-0.65282964,-0.62069447,-0.620858835,-0.60888649,-0.70616772,-0.7087972,-0.7464681,-0.72215833,NA,NA,-0.60101219,-0.64162526,-0.622005115,-0.645619185,-0.66981695,-0.67325152,-0.694677325,-0.68094474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56573301,-0.48474855,-0.49549217,-0.523301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66559344,-0.5798099,-0.671147085,-0.605267085,-0.6152656,-0.681920305,NA,NA,NA,NA,NA,NA,-0.63209579,-0.62925206
27,"Walking Upstairs",-0.7291599,-0.81120134,-0.81546901,-0.80561433,-0.78239347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72500536,-0.76429163,-0.78996523,-0.74983941,-0.70722353,-0.79530724,-0.771862395,-0.76817624,-0.7246966,-0.66401862,-0.66562515,-0.77095407,-0.7805595,-0.77562745,-0.73775031,-0.727169165,-0.74192049,-0.73725386,-0.7249307,-0.79138388,-0.76822063,-0.74845546,-0.70944977,-0.73767133,-0.734942655,NA,NA,NA,NA,NA,NA,-0.732570825,-0.739633805
